symbol,company,Business Content
ERII,Energy Recovery Inc,浄水装置メーカー。
ERNA,Eterna Therapeutics,最先端のmRNA細胞工学を使用した治療法の開発
ERO,Ero Copper Corp,カナダの銅生産会社。
ES,Eversource Energy,米国北東部を中心に電力を供給
ESAB,ESAB Corp,溶接および切断装置を製造。
ESCA,Escalade Inc,スポーツ用品事業と情報セキュリティ・印刷仕上げ事業を運営
ESE,ESCO Technologies Inc,電力、ガス、水道など公益事業を対象とした特殊目的用通信システムのほか、最新のメーターアプリケーションをサポートするソフトウエアを提供している会社。
ESEA,Euroseas Ltd,コンテナ海上輸送を手がける海運企業。
ESGR,Enstar Group Ltd,保険、再保険会社に経営、コンサルティング等のサービスを提供しているバミューダ籍の企業
ESI,Element Solutions Inc,化学製品を製造
ESLA,Estrella Immunopharma,血液悪性腫瘍および固形腫瘍の治療法を開発するバイオ医薬品企業
ESLT,Elbit Systems,イスラエルの防衛システム会社
ESNT,Essent Group Ltd,バミューダ籍の保険持株会社
ESOA,Energy Services of America Corporation A,エネルギー関連ビジネスをする会社。
ESP,Espey Mfg &amp; Electronics Corp,軍事用品を製造販売する会社。
ESPR,Esperion Therapeutics Inc,医療機器の開発・販売会社。低密度リポ・タンパク・コレステロール濃度の上昇抑制、および他のカルディオメタボリック・リスクに特化した経口療法と小分子療法を開発する。
ESQ,Esquire Financial Holdings Inc,米国の銀行持株会社
ESSA,ESSA Bancorp Inc,ESSA Bank & Trustの持株会社
ESTA,Establishment Labs Holdings Inc,英領バージン諸島籍の医療機器メーカー持株会社
ESTC,Elastic NV,米国のソフトウェア企業
ETAO,Etao International Co Ltd,生物医学および AI 技術を使用して、患者に質の高い医療を提供するデジタルヘルスケアグループ
ETD,Ethan Allen Interiors Inc,家庭用家具とアクセサリーの製造・小売
ETN,Eaton,商工業用、自動車用、建設用、半導体関連などの機器メーカー
ETNB,89bio Inc,米国のバイオ医薬品企業
ETON,Eton Pharmaceuticals Inc,主に注射用、経口用、点眼用の液体製剤の開発・権利取得・商用化に従事
ETR,Entergy,総合エネルギー会社
ETRN,Equitrans Midstream Corporation,天然ガスの中流事業資産を所有、運営、取得、開発している。また、天然ガス輸送、貯蔵および回収システムを管理している。
ETSY,Etsy,世界最大のハンドメイドマーケットプレイスを展開する会社
ETWO,E2open Parent Holdings A,サプライチェーン管理ソフトウェアのプロバイダー。
EUDA,Euda Health Holdings Ltd,シンガポールに拠点を置く、ヘルスケア企業
EURN,Euronav NV,国際的な海運及びオフショアサービスを提供
EVBG,Everbridge,ソフトウェア企業、重要な状況で多数の人々にメッセージングを提供するSaaS(software-as-a-service)プラットフォームを提供している。
EVBN,Evans Bancorp Inc,持株会社。一般から集める預金で、商業ローン、モーゲージ、住宅用モーゲージ、ホーム･エクイティ･ローン、消費者ローン、証券などに投資する。
EVC,Entravision Communications A,米国のメディア会社
EVCM,EverCommerce Inc,マーケティング、ビジネス・マネジメント、カスタマー・エクスペリエンスのソフトウェア・ソリューション(Software as a Service)を提供。
EVE,EVe Mobility Acquisition Corp A,ブランクチェックカンパニー。
EVER,Everquote A,米国の保険関連ITサービス企業。主にオンラインでの保険の見積もり比較や加入サービスを提供する。
EVEX,Eve Holding Inc,アーバン・エア・モビリティ(人や物を空を使って輸送する都市交通)システムを提供
EVGN,Evogene Ltd,イスラエルの植物ゲノム会社
EVGO,EVgo Inc A,電気自動車用急速充電ネットワークを運営。
EVGR,Evergreen Corporation A,ブランクチェックカンパニー。
EVH,Evolent Health Inc A,専用プラットフォームの提供会社。
EVI,EVI Industries Inc,業務用洗たく機、ドライクリーニング機器などを販売している工業用機器販売会社
EVLV,Evolv Technologies Holdings Inc A,セキュリティリスクのスクリーニングシステムを提供。
EVOK,Evoke Pharma Inc,胃腸疾患の治療薬の研究開発に従事している製薬会社
EVR,Evercore Inc A,投資銀行部門と投資管理部門の2つの事業を展開
EVRG,Evergy Inc,電力会社
EVRI,Everi Holdings Inc,持株会社。子会社を通じ、ゲーム産業向けにカジノゲームの設計・開発・製造を手掛ける。
EVTC,EVERTEC Inc,プエルトリコの決済処理事業会社
EVTL,Vertical Aerospace Ltd,宇宙関連ビジネスを展開する会社。
EW,Edwards Lifesciences,末期循環器疾患の治療製品・サービス会社
EWBC,East West Bancorp,商業・建設・不動産ローンや国際貿易の資金調達などに特化する銀行持株会社
EWCZ,European Wax Center Inc A,家庭外ワックス脱毛サービスのフランチャイザーと運営会社。
EWTX,Edgewise Therapeutics Inc,臨床段階のバイオ医薬品会社。
EXAS,Exact Sciences,米国の癌検出製品メーカー。
EXC,Exelon,電力、天然ガスの供給会社
EXEL,Exelixis Inc,バイオテクノロジー会社。
EXFY,Expensify Inc,請求書の発行、請求書の支払い、経費管理などのプラットフォームを提供。
EXK,Endeavour Silver Corp,メキシコでの銀の採掘や精錬を行う銀生産会社
EXLS,ExlService Holdings Inc,データ分析やデジタルオペレーションそ提供する会社。
EXP,Eagle Materials Inc,セメント、石膏壁板、リサイクル板紙、コンクリート、骨材を製造、販売。
EXPD,Expeditors International of Washington,世界的なロジスティクス会社
EXPE,Expedia Group,オンライン旅行サービス最大手
EXPI,eXp World Holdings,米国の不動産事業持株会社。子会社を通じ、居住用不動産仲介業務を行う。
EXPO,Exponent,科学・エンジニアリング関連コンサルティング会社。
EXTR,Extreme Networks,データ通信ネットワーク機器メーカー
EYE,National Vision Holdings Inc,子会社を通じて、眼鏡の製造・販売、コンタクトレンズの販売、検眼サービスなどに従事している会社。
EYEN,Eyenovia Inc,米国のバイオ医薬品企業
EYPT,EyePoint Pharmaceuticals Inc,注入、注射や挿入によって投与される薬物送達製品の開発に従事する会社
EZFL,EzFill Holdings Inc,オンデマンド燃料供給サービスを提供。
EZGO,EZGO Technologies Ltd,リチウムイオン電池、電動自転車のレンタル・販売を行う企業
EZPW,Ezcorp A,質店を展開
F,Ford Motor,大手自動車メーカー
FA,First Advantage Corp,人的資本に関連するスクリーニング、検証、安全性、コンプライアンスのためのテクノロジーソリューションを提供する身元調査会社。
FAF,First American Financial,損害保険事業を運営
FAMI,Farmmi Inc,主にシイタケ、キクラゲなどの乾燥食用キノコの加工と販売に従事。
FANG,Diamondback Energy,独立系石油・天然ガス会社。
FARM,Farmer Brothers Co,米国のコーヒー販売業者
FARO,Faro Technologies Inc,電気部品・装置の米国メーカー
FAST,Fastenal,工業・建設資材の供給会社
FAT,FAT Brands Inc,世界各地で主にファーストフードレストランの開発、市場参入、買収を手掛けているフランチャイズレストラン運営企業。
FATE,Fate Therapeutics Inc,臨床段階のバイオ医薬品会社
FATH,Fathom Digital Manufacturing,デジタルマニュファクチャリングプラットフォームを提供する会社。
FATP,Fat Projects Acquisition Corp,ブランクチェックカンパニー。
FBIN,Fortune Brands Innovations Inc,家庭・セキュリティー製品メーカー
FBIO,Fortress Biotech Inc,新規医薬品とバイオテクノロジー製品の取得、開発、および商業化を行うバイオ医薬品会社。
FBIZ,First Business Financial Services Inc,銀行持株会社
FBK,FB Financial Corp,銀行持株会社
FBMS,First Bancshares Inc MS,米国の銀行持株会社
FBNC,First Bancorp Southern Pines NC,銀行持株会社
FBP,First BanCorp,主に商業機関向けの金融サービスを提供する子会社を持つ米国の金融持株会社
FBRX,Forte Biosciences Inc,患者の免疫システムに作用することで癌の治療を試みる臨床段階の研究に従事している企業
FBYD,Falcon's Beyond Global Inc A,エンターテインメント施設の開発や運営等を行う
FC,Franklin Covey Co,個人や組織のタイムマネジメントサービスや評価サービスを提供している会社
FCAP,First Capital Inc,銀行サービスを提供しているFirst Harrison Bankの持株会社
FCBC,First Community Bancshares Inc,金融持株会社
FCCO,First Community Corporation,米国の銀行持株会社
FCCY,1st Constitution Bancorp,米国の銀行持株会社
FCEL,FuelCell Energy,燃料電池発電の開発・販売
FCF,First Commonwealth Financial Corporation,各種金融サービスを手掛ける銀行持株会社。
FCFS,FirstCash Inc,各店舗を通じて、現金および信用に制約のある消費者にサービスを提供する質店を運営。
FCN,FTI Consulting Inc,米国の経営コンサルティング会社
FCNCA,First Citizens BancShares Inc A,ノースカロライナ州でFirst-CitizensBank&TrustCompanyおよびIronstoneBankを保有する持株会社。
FCUV,Focus Universal Inc.,5G関連のソフトウェアを開発する会社。
FCX,Freeport-Mcmoran,大手鉱山会社。主に金、銅、モリブデンを採掘
FDBC,Fidelity D&amp;D Bancorp Inc,米国の銀行持株会社
FDMT,4D Molecular Therapeutics Inc,臨床段階にある遺伝子治療企業。
FDP,Fresh Del Monte Produce Inc,米国拠点の食品メーカー
FDS,FactSet Research Systems,金融情報サービスを配信
FDX,FedEx,運輸業、国内翌日配送の最大手
